eventid,iyear,imonth,iday,country,country_txt,gname,nkill,nwound,short_country_label,country_code
201201260009,2012,1,26,95,Iraq,Unknown,1,0,IZ,191
201201260010,2012,1,26,95,Iraq,Unknown,3,13,IZ,191
201201260011,2012,1,26,95,Iraq,Unknown,0,2,IZ,191
201201260024,2012,1,26,95,Iraq,Unknown,10,0,IZ,191
201201260033,2012,1,26,95,Iraq,Unknown,2,4,IZ,191
201201260036,2012,1,26,95,Iraq,Unknown,1,0,IZ,191
201201260037,2012,1,26,95,Iraq,Unknown,2,0,IZ,191
201201270002,2012,1,27,95,Iraq,Unknown,32,60,IZ,191
201201270015,2012,1,27,95,Iraq,Unknown,2,0,IZ,191
201201270022,2012,1,27,95,Iraq,Unknown,1,6,IZ,191
201201280015,2012,1,28,95,Iraq,Unknown,2,0,IZ,191
201201280020,2012,1,28,95,Iraq,Unknown,0,2,IZ,191
201201280021,2012,1,28,95,Iraq,Unknown,1,1,IZ,191
201201280022,2012,1,28,95,Iraq,Unknown,4,5,IZ,191
201201280025,2012,1,28,95,Iraq,Unknown,1,1,IZ,191
201201280026,2012,1,28,95,Iraq,Unknown,0,1,IZ,191
201201280027,2012,1,28,95,Iraq,Unknown,0,2,IZ,191
201201290004,2012,1,29,95,Iraq,Unknown,1,9,IZ,191
201201290012,2012,1,29,95,Iraq,Unknown,0,1,IZ,191
201201290014,2012,1,29,95,Iraq,Unknown,0,2,IZ,191
201201290015,2012,1,29,95,Iraq,Unknown,1,0,IZ,191
201201290020,2012,1,29,95,Iraq,Unknown,0,8,IZ,191
201201300003,2012,1,30,95,Iraq,Unknown,3,3,IZ,191
201201300013,2012,1,30,95,Iraq,Unknown,0,1,IZ,191
201201300014,2012,1,30,95,Iraq,Unknown,0,1,IZ,191
201201300015,2012,1,30,95,Iraq,Unknown,0,0,IZ,191
201201300016,2012,1,30,95,Iraq,Unknown,1,3,IZ,191
201201300021,2012,1,30,95,Iraq,Unknown,1,2,IZ,191
201201310015,2012,1,31,95,Iraq,Unknown,0,2,IZ,191
201201310016,2012,1,31,95,Iraq,Unknown,0,2,IZ,191
201201310017,2012,1,31,95,Iraq,Unknown,0,2,IZ,191
201201310018,2012,1,31,95,Iraq,Unknown,0,1,IZ,191
201201310019,2012,1,31,95,Iraq,Unknown,0,1,IZ,191
201201310020,2012,1,31,95,Iraq,Unknown,0,1,IZ,191
201202010006,2012,2,1,95,Iraq,Unknown,0,5,IZ,191
201202010020,2012,2,1,95,Iraq,Unknown,1,0,IZ,191
201202010023,2012,2,1,95,Iraq,Unknown,3,0,IZ,191
201202010024,2012,2,1,95,Iraq,Unknown,0,6,IZ,191
201202020010,2012,2,2,95,Iraq,Unknown,0,0,IZ,191
201202020011,2012,2,2,95,Iraq,Unknown,2,7,IZ,191
201202020016,2012,2,2,95,Iraq,Unknown,1,0,IZ,191
201202020017,2012,2,2,95,Iraq,Unknown,0,1,IZ,191
201202040003,2012,2,4,95,Iraq,Unknown,2,0,IZ,191
201202040013,2012,2,4,95,Iraq,Unknown,0,1,IZ,191
201202040014,2012,2,4,95,Iraq,Unknown,1,0,IZ,191
201202040015,2012,2,4,95,Iraq,Unknown,0,2,IZ,191
201202040016,2012,2,4,95,Iraq,Unknown,1,0,IZ,191
201202050003,2012,2,5,95,Iraq,Unknown,0,3,IZ,191
201202050004,2012,2,4,95,Iraq,Unknown,1,1,IZ,191
201202050005,2012,2,5,95,Iraq,Unknown,0,1,IZ,191
201202050006,2012,2,5,95,Iraq,Unknown,1,0,IZ,191
201202060003,2012,2,6,95,Iraq,Unknown,1,13,IZ,191
201202060004,2012,2,6,95,Iraq,Unknown,0,1,IZ,191
201202060005,2012,2,6,95,Iraq,Unknown,0,3,IZ,191
201202070006,2012,2,7,95,Iraq,Unknown,0,2,IZ,191
201202070007,2012,2,7,95,Iraq,Unknown,1,3,IZ,191
201202070008,2012,2,7,95,Iraq,Unknown,1,1,IZ,191
201202070009,2012,2,7,95,Iraq,Unknown,1,1,IZ,191
201202070010,2012,2,7,95,Iraq,Unknown,0,4,IZ,191
201202070011,2012,2,7,95,Iraq,Unknown,0,5,IZ,191
201202070012,2012,2,7,95,Iraq,Unknown,0,2,IZ,191
201202070013,2012,2,7,95,Iraq,Unknown,0,1,IZ,191
201202070014,2012,2,7,95,Iraq,Unknown,0,1,IZ,191
201202070015,2012,2,7,95,Iraq,Unknown,0,1,IZ,191
201202080002,2012,2,8,95,Iraq,Unknown,1,4,IZ,191
201202080003,2012,2,8,95,Iraq,Unknown,0,3,IZ,191
201202080004,2012,2,8,95,Iraq,Unknown,0,1,IZ,191
201202080010,2012,2,8,95,Iraq,Unknown,0,3,IZ,191
201202080011,2012,2,8,95,Iraq,Unknown,1,3,IZ,191
201202090011,2012,2,9,95,Iraq,Unknown,1,3,IZ,191
201202100008,2012,2,10,95,Iraq,Unknown,0,3,IZ,191
201202110001,2012,2,11,95,Iraq,Unknown,4,0,IZ,191
201202110002,2012,2,11,95,Iraq,Unknown,2,0,IZ,191
201202110003,2012,2,11,95,Iraq,Unknown,1,0,IZ,191
201202110004,2012,2,11,95,Iraq,Unknown,0,3,IZ,191
201202120001,2012,2,12,95,Iraq,Unknown,2,0,IZ,191
201202120002,2012,2,12,95,Iraq,Unknown,0,3,IZ,191
201202120003,2012,2,12,95,Iraq,Unknown,0,2,IZ,191
201202120004,2012,2,12,95,Iraq,Unknown,0,6,IZ,191
201202120005,2012,2,12,95,Iraq,Unknown,0,3,IZ,191
201202130001,2012,2,13,95,Iraq,Unknown,0,3,IZ,191
201202130002,2012,2,13,95,Iraq,Unknown,0,1,IZ,191
201202130003,2012,2,13,95,Iraq,Unknown,0,1,IZ,191
201202130004,2012,2,13,95,Iraq,Unknown,2,0,IZ,191
201202140001,2012,2,14,95,Iraq,Unknown,1,14,IZ,191
201202140002,2012,2,14,95,Iraq,Unknown,1,0,IZ,191
201202140003,2012,2,14,95,Iraq,Unknown,0,2,IZ,191
201202140004,2012,2,14,95,Iraq,Unknown,1,6,IZ,191
201202150001,2012,2,15,95,Iraq,Unknown,0,2,IZ,191
201202150002,2012,2,15,95,Iraq,Unknown,1,2,IZ,191
201202150003,2012,2,15,95,Iraq,Unknown,0,2,IZ,191
201202150004,2012,2,15,95,Iraq,Unknown,0,1,IZ,191
201202150005,2012,2,15,95,Iraq,Unknown,0,6,IZ,191
201202160001,2012,2,16,95,Iraq,Unknown,1,1,IZ,191
201202160002,2012,2,16,95,Iraq,Unknown,0,1,IZ,191
201202160003,2012,2,16,95,Iraq,Unknown,0,2,IZ,191
201202170001,2012,2,17,95,Iraq,Unknown,0,1,IZ,191
201202170004,2012,2,17,95,Iraq,Unknown,0,2,IZ,191
201202190001,2012,2,19,95,Iraq,Unknown,1,1,IZ,191
201202190004,2012,2,19,95,Iraq,Al-Qa`ida in Iraq,16,21,IZ,191
201202190005,2012,2,19,95,Iraq,Unknown,3,2,IZ,191
201202190006,2012,2,19,95,Iraq,Unknown,0,2,IZ,191
201202190010,2012,2,19,95,Iraq,Unknown,0,1,IZ,191
201202190011,2012,2,19,95,Iraq,Al-Qa`ida in Iraq,4,0,IZ,191
201202200001,2012,2,20,95,Iraq,Unknown,0,1,IZ,191
201202200002,2012,2,20,95,Iraq,Unknown,1,1,IZ,191
201202200003,2012,2,19,95,Iraq,Unknown,1,2,IZ,191
201202230001,2012,2,23,95,Iraq,Al-Qa`ida in Iraq,1,11,IZ,191
201202230002,2012,2,23,95,Iraq,Al-Qa`ida in Iraq,6,3,IZ,191
201202230003,2012,2,23,95,Iraq,Al-Qa`ida in Iraq,2,9,IZ,191
201202230004,2012,2,23,95,Iraq,Al-Qa`ida in Iraq,6,15,IZ,191
201202230005,2012,2,23,95,Iraq,Al-Qa`ida in Iraq,7,32,IZ,191
201202230006,2012,2,23,95,Iraq,Al-Qa`ida in Iraq,3,5,IZ,191
201202230007,2012,2,23,95,Iraq,Al-Qa`ida in Iraq,1,3,IZ,191
201202230008,2012,2,23,95,Iraq,Al-Qa`ida in Iraq,0,5,IZ,191
201202230009,2012,2,23,95,Iraq,Al-Qa`ida in Iraq,2,3,IZ,191
201202230010,2012,2,23,95,Iraq,Al-Qa`ida in Iraq,3,8,IZ,191
201202230011,2012,2,23,95,Iraq,Al-Qa`ida in Iraq,3,8,IZ,191
201202230012,2012,2,23,95,Iraq,Al-Qa`ida in Iraq,1,60,IZ,191
201202230013,2012,2,23,95,Iraq,Al-Qa`ida in Iraq,0,10,IZ,191
201202230014,2012,2,23,95,Iraq,Al-Qa`ida in Iraq,0,8,IZ,191
201202230015,2012,2,23,95,Iraq,Al-Qa`ida in Iraq,1,0,IZ,191
201202230016,2012,2,23,95,Iraq,Al-Qa`ida in Iraq,1,0,IZ,191
201202230017,2012,2,23,95,Iraq,Al-Qa`ida in Iraq,1,6,IZ,191
201202230018,2012,2,23,95,Iraq,Al-Qa`ida in Iraq,2,10,IZ,191
201202230019,2012,2,23,95,Iraq,Al-Qa`ida in Iraq,0,5,IZ,191
201202230021,2012,2,23,95,Iraq,Al-Qa`ida in Iraq,2,5,IZ,191
201202230022,2012,2,23,95,Iraq,Al-Qa`ida in Iraq,1,5,IZ,191
201202230023,2012,2,23,95,Iraq,Al-Qa`ida in Iraq,1,2,IZ,191
201202230025,2012,2,23,95,Iraq,Al-Qa`ida in Iraq,2,5,IZ,191
201202230027,2012,2,23,95,Iraq,Al-Qa`ida in Iraq,0,8,IZ,191
201202230028,2012,2,23,95,Iraq,Al-Qa`ida in Iraq,0,0,IZ,191
201202230029,2012,2,23,95,Iraq,Al-Qa`ida in Iraq,0,0,IZ,191
201202230030,2012,2,23,95,Iraq,Al-Qa`ida in Iraq,0,7,IZ,191
201202230045,2012,2,23,95,Iraq,Al-Qa`ida in Iraq,0,1,IZ,191
201202230046,2012,2,23,95,Iraq,Al-Qa`ida in Iraq,0,1,IZ,191
201202230049,2012,2,23,95,Iraq,Al-Qa`ida in Iraq,1,0,IZ,191
201202230050,2012,2,23,95,Iraq,Al-Qa`ida in Iraq,2,3,IZ,191
201202230054,2012,2,23,95,Iraq,Al-Qa`ida in Iraq,2,9,IZ,191
201202240013,2012,2,24,95,Iraq,Unknown,1,3,IZ,191
201202260007,2012,2,26,95,Iraq,Unknown,1,0,IZ,191
201202260008,2012,2,26,95,Iraq,Unknown,0,6,IZ,191
201202260009,2012,2,26,95,Iraq,Unknown,1,1,IZ,191
201202270024,2012,2,27,95,Iraq,Unknown,0,2,IZ,191
201202280003,2012,2,28,95,Iraq,Unknown,1,5,IZ,191
201202280004,2012,2,28,95,Iraq,Unknown,0,2,IZ,191
201202280005,2012,2,28,95,Iraq,Unknown,0,1,IZ,191
201202280006,2012,2,28,95,Iraq,Unknown,1,3,IZ,191
201202280024,2012,2,28,95,Iraq,Unknown,1,3,IZ,191
201202290001,2012,2,29,95,Iraq,Unknown,3,10,IZ,191
201202290002,2012,2,29,95,Iraq,Unknown,3,1,IZ,191
201202290003,2012,2,28,95,Iraq,Unknown,1,2,IZ,191
201202290006,2012,2,29,95,Iraq,Unknown,0,3,IZ,191
201202290008,2012,2,29,95,Iraq,Unknown,2,0,IZ,191
201203010003,2012,3,1,95,Iraq,Unknown,1,0,IZ,191
201203020005,2012,3,2,95,Iraq,Unknown,2,3,IZ,191
201203020006,2012,3,2,95,Iraq,Unknown,0,0,IZ,191
201203030003,2012,3,3,95,Iraq,Unknown,0,2,IZ,191
201203030004,2012,3,3,95,Iraq,Unknown,0,0,IZ,191
201203030012,2012,3,3,95,Iraq,Unknown,1,2,IZ,191
201203030013,2012,3,3,95,Iraq,Unknown,1,0,IZ,191
201203040001,2012,3,4,95,Iraq,Unknown,1,0,IZ,191
201203040002,2012,3,4,95,Iraq,Unknown,2,0,IZ,191
201203040003,2012,3,4,95,Iraq,Unknown,1,4,IZ,191
201203040004,2012,3,4,95,Iraq,Unknown,0,1,IZ,191
201203040005,2012,3,4,95,Iraq,Unknown,2,1,IZ,191
201203040006,2012,3,4,95,Iraq,Unknown,1,0,IZ,191
201203050001,2012,3,5,95,Iraq,Al-Qa`ida in Iraq,1.75,0,IZ,191
201203050002,2012,3,5,95,Iraq,Al-Qa`ida in Iraq,14.25,0,IZ,191
201203050003,2012,3,5,95,Iraq,Al-Qa`ida in Iraq,1.75,0,IZ,191
201203050004,2012,3,5,95,Iraq,Al-Qa`ida in Iraq,14.25,0,IZ,191
201203050005,2012,3,5,95,Iraq,Unknown,1,0,IZ,191
201203060002,2012,3,6,95,Iraq,Unknown,0,2,IZ,191
201203060014,2012,3,6,95,Iraq,Unknown,1,7,IZ,191
201203060016,2012,3,6,95,Iraq,Unknown,0,1,IZ,191
201203060017,2012,3,6,95,Iraq,Unknown,0,1,IZ,191
201203060018,2012,3,6,95,Iraq,Unknown,0,2,IZ,191
201203060019,2012,3,6,95,Iraq,Unknown,1,4,IZ,191
201203070001,2012,3,7,95,Iraq,Al-Qa`ida in Iraq,7,7.5,IZ,191
201203070002,2012,3,7,95,Iraq,Al-Qa`ida in Iraq,8,7.5,IZ,191
201203070003,2012,3,7,95,Iraq,Unknown,1,4,IZ,191
201203070004,2012,3,7,95,Iraq,Unknown,2,4.5,IZ,191
201203070005,2012,3,7,95,Iraq,Unknown,1,2,IZ,191
201203070006,2012,3,7,95,Iraq,Unknown,1,3,IZ,191
201203070007,2012,3,7,95,Iraq,Unknown,1,4.5,IZ,191
201203070009,2012,3,7,95,Iraq,Unknown,1,0,IZ,191
201203070010,2012,3,7,95,Iraq,Unknown,1,2,IZ,191
201203070011,2012,3,7,95,Iraq,Unknown,1,4,IZ,191
201203070015,2012,3,7,95,Iraq,Unknown,5,2.5,IZ,191
201203070016,2012,3,7,95,Iraq,Unknown,5,2.5,IZ,191
201203080001,2012,3,8,95,Iraq,Unknown,0,7,IZ,191
201203080002,2012,3,8,95,Iraq,Unknown,1,0,IZ,191
201203080003,2012,3,8,95,Iraq,Unknown,1,0,IZ,191
201203080006,2012,3,8,95,Iraq,Unknown,0,2,IZ,191
201203110001,2012,3,11,95,Iraq,Unknown,5,0,IZ,191
201203110003,2012,3,11,95,Iraq,Unknown,0,3,IZ,191
201203110004,2012,3,11,95,Iraq,Unknown,1,4,IZ,191
201203120001,2012,3,12,95,Iraq,Unknown,3,5,IZ,191
201203120002,2012,3,12,95,Iraq,Unknown,1,0,IZ,191
201203130005,2012,3,13,95,Iraq,Unknown,0,0,IZ,191
201203130006,2012,3,13,95,Iraq,Unknown,0,5,IZ,191
201203130007,2012,3,13,95,Iraq,Unknown,3,1,IZ,191
201203130008,2012,3,13,95,Iraq,Unknown,1,0,IZ,191
201203130015,2012,3,13,95,Iraq,Unknown,1,1,IZ,191
201203140002,2012,3,14,95,Iraq,Unknown,0,0,IZ,191
201203140003,2012,3,14,95,Iraq,Unknown,0,0,IZ,191
201203190001,2012,3,19,95,Iraq,Unknown,1,12,IZ,191
201203190002,2012,3,19,95,Iraq,Unknown,0,16,IZ,191
201203190003,2012,3,19,95,Iraq,Unknown,0,3,IZ,191
201203190004,2012,3,19,95,Iraq,Unknown,1,0,IZ,191
201203190005,2012,3,19,95,Iraq,Unknown,1,0,IZ,191
201203190006,2012,3,19,95,Iraq,Unknown,0,4,IZ,191
201203190007,2012,3,19,95,Iraq,Al-Qa`ida in Iraq,1,4,IZ,191
201203190008,2012,3,19,95,Iraq,Unknown,0,10,IZ,191
201203200001,2012,3,20,95,Iraq,Al-Qa`ida in Iraq,3,8,IZ,191
201203200002,2012,3,20,95,Iraq,Al-Qa`ida in Iraq,6.5,24,IZ,191
201203200003,2012,3,20,95,Iraq,Al-Qa`ida in Iraq,6.5,21,IZ,191
201203200004,2012,3,20,95,Iraq,Al-Qa`ida in Iraq,6.5,21,IZ,191
201203200005,2012,3,20,95,Iraq,Al-Qa`ida in Iraq,3,31,IZ,191
201203200006,2012,3,20,95,Iraq,Al-Qa`ida in Iraq,3,0,IZ,191
201203200008,2012,3,20,95,Iraq,Al-Qa`ida in Iraq,2,27,IZ,191
201203200009,2012,3,20,95,Iraq,Al-Qa`ida in Iraq,0,8,IZ,191
201203200010,2012,3,20,95,Iraq,Al-Qa`ida in Iraq,0,3,IZ,191
201203200011,2012,3,20,95,Iraq,Al-Qa`ida in Iraq,6,10,IZ,191
201203200012,2012,3,20,95,Iraq,Al-Qa`ida in Iraq,0,10,IZ,191
201203200013,2012,3,20,95,Iraq,Al-Qa`ida in Iraq,6,28,IZ,191
201203200014,2012,3,20,95,Iraq,Al-Qa`ida in Iraq,1,1,IZ,191
201203200017,2012,3,20,95,Iraq,Al-Qa`ida in Iraq,0,4,IZ,191
201203200018,2012,3,20,95,Iraq,Al-Qa`ida in Iraq,1,0,IZ,191
201203200019,2012,3,20,95,Iraq,Al-Qa`ida in Iraq,6.5,24,IZ,191
201203200020,2012,3,20,95,Iraq,Al-Qa`ida in Iraq,3,12,IZ,191
201203200021,2012,3,20,95,Iraq,Unknown,0,0,IZ,191
201203210001,2012,3,22,95,Iraq,Unknown,1,0,IZ,191
201203210002,2012,3,21,95,Iraq,Unknown,1,2,IZ,191
201203210003,2012,3,21,95,Iraq,Unknown,0,0,IZ,191
201203210004,2012,3,21,95,Iraq,Unknown,0,1.5,IZ,191
201203210005,2012,3,21,95,Iraq,Unknown,0,1.5,IZ,191
201203210006,2012,3,21,95,Iraq,Unknown,0,5,IZ,191
201203210007,2012,3,21,95,Iraq,Unknown,0,3,IZ,191
201203210008,2012,3,21,95,Iraq,Unknown,1,3,IZ,191
201203210009,2012,3,21,95,Iraq,Unknown,1,1,IZ,191
201203210010,2012,3,21,95,Iraq,Unknown,0,4,IZ,191
201203220001,2012,3,22,95,Iraq,Unknown,4,6,IZ,191
201203230001,2012,3,23,95,Iraq,Unknown,0,0,IZ,191
201203240001,2012,3,24,95,Iraq,Unknown,1,2,IZ,191
201203240002,2012,3,24,95,Iraq,Unknown,0,3,IZ,191
201203240003,2012,3,24,95,Iraq,Unknown,0,0,IZ,191
201203250012,2012,3,25,95,Iraq,Unknown,0,0,IZ,191
201203260004,2012,3,26,95,Iraq,Unknown,4,0,IZ,191
201203270001,2012,3,27,95,Iraq,Unknown,1,1,IZ,191
201203270005,2012,3,27,95,Iraq,Unknown,2,2,IZ,191
201203280014,2012,3,28,95,Iraq,Unknown,0,0,IZ,191
201203290008,2012,3,29,95,Iraq,Unknown,0,0,IZ,191
201203310001,2012,3,30,95,Iraq,Unknown,0,0,IZ,191
201203310013,2012,3,31,95,Iraq,Unknown,3,0,IZ,191
201204030032,2012,4,3,95,Iraq,Unknown,1,0,IZ,191
201204040018,2012,4,4,95,Iraq,Unknown,5,10,IZ,191
201204040019,2012,4,4,95,Iraq,Unknown,1,0,IZ,191
201204040020,2012,4,4,95,Iraq,Unknown,0,3,IZ,191
201204040021,2012,4,4,95,Iraq,Unknown,0,3,IZ,191
201204040022,2012,4,4,95,Iraq,Unknown,0,2,IZ,191
201204050015,2012,4,5,95,Iraq,Unknown,0,0,IZ,191
201204050016,2012,4,5,95,Iraq,Unknown,0,1,IZ,191
201204070009,2012,4,7,95,Iraq,Unknown,3,0,IZ,191
201204070010,2012,4,7,95,Iraq,Unknown,3,2,IZ,191
201204080009,2012,4,8,95,Iraq,Unknown,0,0,IZ,191
201204090015,2012,4,9,95,Iraq,Unknown,2,0,IZ,191
201204090017,2012,4,9,95,Iraq,Unknown,1,0,IZ,191
201204090018,2012,4,9,95,Iraq,Unknown,2,4,IZ,191
201204090020,2012,4,9,95,Iraq,Unknown,0,0,IZ,191
201204090028,2012,4,9,95,Iraq,Unknown,0,0,IZ,191
201204100018,2012,4,10,95,Iraq,Unknown,1,0,IZ,191
201204110003,2012,4,11,95,Iraq,Unknown,5,1,IZ,191
201204110004,2012,4,11,95,Iraq,Unknown,0,2.5,IZ,191
201204110005,2012,4,11,95,Iraq,Unknown,0,2.5,IZ,191
201204120013,2012,4,12,95,Iraq,al-Naqshabandiya Army,2,3,IZ,191
201204120015,2012,4,12,95,Iraq,Unknown,1,0,IZ,191
201204140001,2012,4,14,95,Iraq,Unknown,2,1,IZ,191
201204140002,2012,4,14,95,Iraq,Unknown,1,14,IZ,191
201204140011,2012,4,14,95,Iraq,Unknown,2,1,IZ,191
201204140012,2012,4,14,95,Iraq,Unknown,0,2,IZ,191
201204140013,2012,4,14,95,Iraq,Unknown,0,1,IZ,191
201204150006,2012,4,15,95,Iraq,Unknown,3,1,IZ,191
201204150007,2012,4,15,95,Iraq,Unknown,1,15,IZ,191
201204150008,2012,4,15,95,Iraq,Unknown,1,0,IZ,191
201204150010,2012,4,15,95,Iraq,Unknown,0,2,IZ,191
201204150027,2012,4,15,95,Iraq,Unknown,1,0,IZ,191
201204150028,2012,4,15,95,Iraq,Unknown,0,1,IZ,191
201204160005,2012,4,16,95,Iraq,Unknown,4,3,IZ,191
201204160006,2012,4,16,95,Iraq,Unknown,1,3,IZ,191
201204170005,2012,4,17,95,Iraq,Unknown,0,0,IZ,191
201204170006,2012,4,17,95,Iraq,Unknown,1,0,IZ,191
201204170007,2012,4,17,95,Iraq,Unknown,0,1,IZ,191
201204170008,2012,4,17,95,Iraq,Unknown,0,0,IZ,191
201204170009,2012,4,17,95,Iraq,Unknown,0,2,IZ,191
201204170010,2012,4,17,95,Iraq,Unknown,0,1,IZ,191
201204170011,2012,4,17,95,Iraq,Unknown,1,0,IZ,191
201204180006,2012,4,18,95,Iraq,Unknown,1,4,IZ,191
201204180007,2012,4,18,95,Iraq,Unknown,1,3,IZ,191
201204180008,2012,4,18,95,Iraq,Unknown,0,2,IZ,191
201204180009,2012,4,18,95,Iraq,Unknown,0,1,IZ,191
201204180055,2012,4,18,95,Iraq,Unknown,1,3,IZ,191
201204180056,2012,4,18,95,Iraq,Unknown,0,0,IZ,191
201204180057,2012,4,18,95,Iraq,Unknown,0,0,IZ,191
201204190002,2012,4,19,95,Iraq,Al-Qa`ida in Iraq,2,4,IZ,191
201204190003,2012,4,19,95,Iraq,Al-Qa`ida in Iraq,2,1,IZ,191
201204190004,2012,4,19,95,Iraq,Al-Qa`ida in Iraq,2,5,IZ,191
201204190005,2012,4,19,95,Iraq,Al-Qa`ida in Iraq,2,5,IZ,191
201204190006,2012,4,19,95,Iraq,Al-Qa`ida in Iraq,2,11,IZ,191
201204190007,2012,4,19,95,Iraq,Al-Qa`ida in Iraq,4,23,IZ,191
201204190008,2012,4,19,95,Iraq,Al-Qa`ida in Iraq,5,6,IZ,191
201204190010,2012,4,19,95,Iraq,Al-Qa`ida in Iraq,2,6,IZ,191
201204190011,2012,4,19,95,Iraq,Al-Qa`ida in Iraq,1,3,IZ,191
201204190012,2012,4,19,95,Iraq,Al-Qa`ida in Iraq,1,0,IZ,191
201204190013,2012,4,19,95,Iraq,Al-Qa`ida in Iraq,3,11,IZ,191
201204190014,2012,4,19,95,Iraq,Al-Qa`ida in Iraq,2,8,IZ,191
201204190015,2012,4,19,95,Iraq,Al-Qa`ida in Iraq,1,2,IZ,191
201204190017,2012,4,19,95,Iraq,Al-Qa`ida in Iraq,3,2,IZ,191
201204190018,2012,4,19,95,Iraq,Al-Qa`ida in Iraq,1,2,IZ,191
201204190019,2012,4,19,95,Iraq,Al-Qa`ida in Iraq,0,2,IZ,191
201204190020,2012,4,19,95,Iraq,Al-Qa`ida in Iraq,2,3,IZ,191
201204190021,2012,4,19,95,Iraq,Al-Qa`ida in Iraq,6,9,IZ,191
201204190022,2012,4,19,95,Iraq,Al-Qa`ida in Iraq,1,5,IZ,191
201204190023,2012,4,19,95,Iraq,Al-Qa`ida in Iraq,2,4,IZ,191
201204190024,2012,4,19,95,Iraq,Al-Qa`ida in Iraq,1,3,IZ,191
201204190025,2012,4,19,95,Iraq,Al-Qa`ida in Iraq,3,0,IZ,191
201204190026,2012,4,19,95,Iraq,Al-Qa`ida in Iraq,1,0,IZ,191
201204190027,2012,4,19,95,Iraq,Al-Qa`ida in Iraq,0,0,IZ,191
201204190028,2012,4,19,95,Iraq,Al-Qa`ida in Iraq,6,4,IZ,191
201204190029,2012,4,19,95,Iraq,Al-Qa`ida in Iraq,1,1.2,IZ,191
201204190030,2012,4,19,95,Iraq,Al-Qa`ida in Iraq,1,1.2,IZ,191
201204190031,2012,4,19,95,Iraq,Al-Qa`ida in Iraq,1,1.2,IZ,191
201204190032,2012,4,19,95,Iraq,Al-Qa`ida in Iraq,1,1.2,IZ,191
201204190033,2012,4,19,95,Iraq,Al-Qa`ida in Iraq,1,1.2,IZ,191
201204190034,2012,4,19,95,Iraq,Al-Qa`ida in Iraq,0,3,IZ,191
201204190035,2012,4,19,95,Iraq,Al-Qa`ida in Iraq,0,3,IZ,191
201204190036,2012,4,19,95,Iraq,Al-Qa`ida in Iraq,0,1,IZ,191
201204190037,2012,4,19,95,Iraq,Al-Qa`ida in Iraq,0,3,IZ,191
201204190038,2012,4,19,95,Iraq,Al-Qa`ida in Iraq,1,2,IZ,191
201204190039,2012,4,19,95,Iraq,Al-Qa`ida in Iraq,0,2,IZ,191
201204190040,2012,4,19,95,Iraq,Al-Qa`ida in Iraq,0,0,IZ,191
201204190041,2012,4,19,95,Iraq,Al-Qa`ida in Iraq,2,6,IZ,191
201204190042,2012,4,19,95,Iraq,Al-Qa`ida in Iraq,2,4,IZ,191
201204190043,2012,4,19,95,Iraq,Al-Qa`ida in Iraq,2,0,IZ,191
201204190046,2012,4,19,95,Iraq,Al-Qa`ida in Iraq,0,5,IZ,191
201204190047,2012,4,19,95,Iraq,Al-Qa`ida in Iraq,0,4,IZ,191
201204190048,2012,4,19,95,Iraq,Al-Qa`ida in Iraq,0,6,IZ,191
201204210011,2012,4,21,95,Iraq,Unknown,1.5,7.5,IZ,191
201204210012,2012,4,21,95,Iraq,Unknown,1.5,7.5,IZ,191
201204210013,2012,4,21,95,Iraq,Unknown,0,2,IZ,191
201204210014,2012,4,21,95,Iraq,Unknown,0,2,IZ,191
201204210015,2012,4,21,95,Iraq,Unknown,0,7,IZ,191
201204220001,2012,4,22,95,Iraq,Unknown,2,1,IZ,191
201204220019,2012,4,22,95,Iraq,Unknown,0,0,IZ,191
201204220021,2012,4,22,95,Iraq,Unknown,1,0,IZ,191
201204220022,2012,4,22,95,Iraq,Unknown,0,2,IZ,191
201204220023,2012,4,22,95,Iraq,Unknown,1,0,IZ,191
201204230007,2012,4,23,95,Iraq,Unknown,2,0,IZ,191
201204230008,2012,4,23,95,Iraq,Unknown,1,5,IZ,191
201204230014,2012,4,23,95,Iraq,Unknown,0,0,IZ,191
201204240021,2012,4,24,95,Iraq,Unknown,1,2,IZ,191
201204240022,2012,4,24,95,Iraq,Unknown,0,3,IZ,191
201204240028,2012,4,24,95,Iraq,Unknown,0,0,IZ,191
201204250022,2012,4,25,95,Iraq,Unknown,0,2,IZ,191
201204250023,2012,4,25,95,Iraq,Unknown,0,0,IZ,191
201204250024,2012,4,25,95,Iraq,Unknown,0,4,IZ,191
201204250025,2012,4,25,95,Iraq,Unknown,0,1,IZ,191
201204250026,2012,4,25,95,Iraq,Unknown,0,1,IZ,191
201204260016,2012,4,26,95,Iraq,Unknown,11,15,IZ,191
201204260025,2012,4,26,95,Iraq,Unknown,0,2,IZ,191
201204260026,2012,4,26,95,Iraq,Unknown,2,9,IZ,191
201204260031,2012,4,26,95,Iraq,Unknown,1,2,IZ,191
201204260040,2012,4,26,95,Iraq,Unknown,0,3,IZ,191
201204280019,2012,4,28,95,Iraq,Unknown,1,0,IZ,191
201204280020,2012,4,28,95,Iraq,Unknown,1,0,IZ,191
201204280021,2012,4,28,95,Iraq,Unknown,0,2,IZ,191
201204290007,2012,4,29,95,Iraq,Unknown,2,5,IZ,191
201204290008,2012,4,29,95,Iraq,Unknown,2,1,IZ,191
